"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","tartness","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
6.1,0.36,0.27,2.1,0.035,11.8714269095224,16,100,0.9917,3.4,0.71,11.5,7.1
5,0.55,0.14,8.3,0.032,9.59833020203376,35,164,0.9918,3.53,0.51,12.5,8.01
7.8,0.25,0.41,3.7,0.042,8.91317700829936,37,149,0.9954,3.36,0.45,10,5.95
5.7,0.36,0.21,6.7,0.038,10.1799680495717,51,166,0.9941,3.29,0.63,10,5.93
5.8,0.34,0.21,6.6,0.04,9.96414227875892,50,167,0.9941,3.29,0.62,10,5
6.8,0.28,0.6,1.1,0.132,10.6200440204651,42,127,0.9934,3.09,0.44,9.1,6.11
6.8,0.25,0.34,4.7,0.031,9.88563962578731,34,134,0.9927,3.21,0.38,10.6,5.95
5.9,0.3,0.47,7.85,0.03,11.7847495074896,19,133,0.9933,3.52,0.43,11.5,6.87
6.1,0.125,0.25,3.3,0.04,9.88011738157186,10,69,0.9934,3.54,0.59,10.1,6.05
6,0.1,0.24,1.1,0.041,9.64932230936476,15,65,0.9927,3.61,0.61,10.3,7.13
6.8,0.25,0.34,4.7,0.031,10.3194186412367,34,134,0.9927,3.21,0.38,10.6,6.08
8.3,0.41,0.51,2,0.046,10.1699153923769,11,207,0.993,3.02,0.55,11.4,5.05
7.5,0.27,0.31,5.8,0.057,10.7861504628371,131,313,0.9946,3.18,0.59,10.5,5.05
7.9,0.26,0.41,15.15,0.04,9.50918665946603,38,216,0.9976,2.96,0.6,10,5.96
6.4,0.34,0.23,6.3,0.039,10.5449963838564,37,143,0.9944,3.19,0.65,10,6.02
6.5,0.28,0.35,15.4,0.042,8.72408874307589,55,195,0.9978,3.23,0.5,9.6,5.91
7.2,0.21,0.41,1.3,0.036,8.4756181942281,33,85,0.992,3.17,0.51,10.4,5.07
6.4,0.32,0.35,4.8,0.03,10.2222250870213,34,101,0.9912,3.36,0.6,12.5,7.97
6.8,0.24,0.34,4.6,0.032,9.19804538894828,37,135,0.9927,3.2,0.39,10.6,4.84
6.3,0.23,0.3,1.8,0.033,8.39322398644508,16,91,0.9906,3.28,0.4,11.8,5.96
6.5,0.28,0.34,9.9,0.038,11.0348495286212,30,133,0.9954,3.11,0.44,9.8,5.14
5.6,0.26,0.26,5.7,0.031,10.7144329793743,12,80,0.9923,3.25,0.38,10.8,4.97
6.3,0.23,0.3,1.8,0.033,9.44657414188641,16,91,0.9906,3.28,0.4,11.8,6.07
6.3,0.23,0.33,1.5,0.036,11.1432791503537,15,105,0.991,3.32,0.42,11.2,6.09
5.9,0.26,0.4,1.3,0.047,10.7603286792054,12,139,0.9945,3.45,0.53,10.4,4.96
6.6,0.18,0.35,1.5,0.049,9.60785557085159,49,141,0.9934,3.43,0.85,10.2,6.95
7.4,0.2,0.43,7.8,0.045,10.5605162030265,27,153,0.9964,3.19,0.55,9,7.07
8,0.24,0.36,1.5,0.047,8.5246310454095,17,129,0.9948,3.2,0.54,10,5.89
6.4,0.26,0.42,9.7,0.044,9.62423801888395,30,140,0.9962,3.18,0.47,9.1,6.02
5.4,0.31,0.47,3,0.053,11.5894021162619,46,144,0.9931,3.29,0.76,10,4.97
5.4,0.29,0.47,3,0.052,8.84248446205402,47,145,0.993,3.29,0.75,10,5.77
5.6,0.34,0.1,1.3,0.031,11.6558140679818,20,68,0.9906,3.36,0.51,11.2,7.09
6.7,0.19,0.41,15.6,0.056,11.5988235086021,75,155,0.9995,3.2,0.44,8.8,5.98
7.8,0.18,0.46,13.6,0.052,8.87223367463497,38,118,0.998,3.15,0.5,10,6.08
7.6,0.17,0.45,11.2,0.054,9.58035258892622,56,137,0.997,3.15,0.47,10,5.19
6.3,0.12,0.36,2.1,0.044,10.50943739357,47,146,0.9914,3.27,0.74,11.4,7.15
7.3,0.33,0.4,6.85,0.038,10.0999214881291,32,138,0.992,3.03,0.3,11.9,7.07
5.5,0.335,0.3,2.5,0.071,10.1683603348301,27,128,0.9924,3.14,0.51,9.6,6.04
7.3,0.33,0.4,6.85,0.038,10.128114063082,32,138,0.992,3.03,0.3,11.9,6.98
5.8,0.4,0.42,4.4,0.047,11.134536979862,38.5,245,0.9937,3.25,0.57,9.6,6.16
7.3,0.22,0.37,14.3,0.063,10.711059797152,48,191,0.9978,2.89,0.38,9,5.88
6.1,0.36,0.33,1.1,0.05,10.0099629747374,24,169,0.9927,3.15,0.78,9.5,5.98
10,0.2,0.39,1.4,0.05,9.23303899787011,19,152,0.994,3,0.42,10.4,5.81
6.9,0.24,0.34,4.7,0.04,10.459729924963,43,161,0.9935,3.2,0.59,10.6,5.98
6.4,0.24,0.32,14.9,0.047,11.5166327868886,54,162,0.9968,3.28,0.5,10.2,5.74
7.1,0.365,0.14,1.2,0.055,8.44444649110037,24,84,0.9941,3.15,0.43,8.9,5.13
7.3,0.22,0.37,14.3,0.063,10.2269589769543,48,191,0.9978,2.89,0.38,9,5.96
6.8,0.16,0.4,2.3,0.037,9.62773617612414,18,102,0.9923,3.49,0.42,11.4,6.98
6,0.26,0.32,3.5,0.028,8.01071026642997,29,113,0.9912,3.4,0.71,12.3,7.06
6,0.18,0.27,1.5,0.089,8.83938011178482,40,143,0.9923,3.49,0.62,10.8,6.07
6.9,0.33,0.21,1,0.053,9.80386579572253,39,148,0.9927,3.12,0.45,9.4,6.06
7.1,0.39,0.35,12.5,0.044,9.97858104613162,26,72,0.9941,3.17,0.29,11.6,4.86
7.7,0.29,0.48,2.3,0.049,12.0960532842513,36,178,0.9931,3.17,0.64,10.6,6.03
6.6,0.905,0.19,0.8,0.048,10.3043489179247,17,204,0.9934,3.34,0.56,10,4.92
5.1,0.33,0.22,1.6,0.027,10.3851699599753,18,89,0.9893,3.51,0.38,12.5,6.88
7.3,0.2,0.44,1.4,0.045,9.36868690980151,21,98,0.9924,3.15,0.46,10,6.99
5.7,0.32,0.5,2.6,0.049,9.12612095766493,17,155,0.9927,3.22,0.64,10,5.98
6.4,0.31,0.28,1.5,0.037,10.6232690247731,12,119,0.9919,3.32,0.51,10.4,7.18
7.3,0.2,0.44,1.4,0.045,8.23759252276586,21,98,0.9924,3.15,0.46,10,7.08
7.2,0.28,0.26,12.5,0.046,10.2416322459289,48,179,0.9975,3.1,0.52,9,6.11
7.5,0.35,0.28,9.6,0.051,10.7601790440403,26,157,0.9969,3.12,0.53,9.2,5.91
7.2,0.27,0.27,2.4,0.048,8.90495077534012,30,149,0.9936,3.1,0.51,9.2,6.02
5.1,0.33,0.22,1.6,0.027,8.82570698199146,18,89,0.9893,3.51,0.38,12.5,6.99
7,0.3,0.38,14.9,0.032,9.28729704398837,60,181,0.9983,3.18,0.61,9.3,6.92
7,0.3,0.38,14.9,0.032,11.6101424927678,60,181,0.9983,3.18,0.61,9.3,7.13
6.5,0.36,0.32,1.1,0.031,10.4492373436046,13,66,0.9916,3.1,0.46,10.6,5.06
6.1,0.55,0.15,9.8,0.031,10.4134773811712,19,125,0.9957,3.36,0.47,10.2,6.11
7.3,0.24,0.43,2,0.021,8.68429344437688,20,69,0.99,3.08,0.56,12.2,6.03
6.8,0.37,0.51,11.8,0.044,8.64072235593381,62,163,0.9976,3.19,0.44,8.8,4.99
6.8,0.27,0.12,1.3,0.04,10.6113939840107,87,168,0.992,3.18,0.41,10,4.91
8.2,0.28,0.42,1.8,0.031,10.0923997363472,30,93,0.9917,3.09,0.39,11.4,5.16
6.3,0.2,0.4,1.5,0.037,9.47247264305772,35,107,0.9917,3.46,0.5,11.4,6
5.9,0.26,0.27,18.2,0.048,9.26690408796879,52,168,0.9993,3.35,0.44,9.4,4.93
6.4,0.19,0.42,2.9,0.032,9.96230954655165,32,83,0.9908,3.3,0.41,11.7,6.09
6.3,0.2,0.4,1.5,0.037,11.5668370865591,35,107,0.9917,3.46,0.5,11.4,6.11
6.8,0.37,0.51,11.8,0.044,9.82017665900996,62,163,0.9976,3.19,0.44,8.8,5.19
7.1,0.27,0.31,18.2,0.046,10.3057764168081,55,252,1,3.07,0.56,8.7,4.96
6.8,0.22,0.31,6.3,0.035,13.1644014018609,33,170,0.9918,3.24,0.66,12.6,5.96
6.8,0.27,0.12,1.3,0.04,10.5164262223488,87,168,0.992,3.18,0.41,10,4.96
6.9,0.49,0.24,1.2,0.049,11.5364146855658,13,125,0.9932,3.17,0.51,9.4,4.97
6.3,0.14,0.39,1.2,0.044,10.966346225917,26,116,0.992,3.26,0.53,10.3,6.14
8.2,0.28,0.42,1.8,0.031,9.74017526709339,30,93,0.9917,3.09,0.39,11.4,4.93
7.2,0.25,0.39,18.95,0.038,10.8168127197867,42,155,0.9999,2.97,0.47,9,5.96
7.3,0.28,0.36,12.7,0.04,10.976613701437,38,140,0.998,3.3,0.79,9.6,6.07
7.2,0.19,0.39,1.2,0.036,9.65961153890555,32,85,0.9918,3.16,0.5,10.5,5.11
7.2,0.19,0.39,1.2,0.036,9.37297156285515,32,85,0.9918,3.16,0.5,10.5,4.92
7.2,0.25,0.39,18.95,0.038,9.00074425274578,42,155,0.9999,2.97,0.47,9,5.95
7.3,0.28,0.36,12.7,0.04,10.2157956318392,38,140,0.998,3.3,0.79,9.6,6.05
6.8,0.26,0.22,7.7,0.047,10.1098353388559,57,210,0.9959,3.1,0.47,9,4.97
7.4,0.21,0.27,1.2,0.041,11.658657698798,27,99,0.9927,3.19,0.33,9.8,5.86
7.4,0.31,0.28,1.6,0.05,10.1522766019012,33,137,0.9929,3.31,0.56,10.5,6.17
7,0.21,0.28,8.7,0.045,10.2577646327293,37,222,0.9954,3.25,0.54,10.4,5.93
7,0.21,0.28,8.6,0.045,10.7000604896065,37,221,0.9954,3.25,0.54,10.4,5.99
7,0.21,0.28,8.6,0.045,9.47652923541269,37,221,0.9954,3.25,0.54,10.4,5.82
6.9,0.23,0.38,8.3,0.047,11.1533188338411,47,162,0.9954,3.34,0.52,10.5,7.06
7,0.21,0.28,8.7,0.045,9.99965066930574,37,222,0.9954,3.25,0.54,10.4,6.16
7,0.21,0.28,8.6,0.045,10.7785492903915,37,221,0.9954,3.25,0.54,10.4,5.84
6.8,0.29,0.5,13.3,0.053,10.4318767521732,48,194,0.9974,3.09,0.45,9.4,4.92
7.8,0.21,0.27,1.2,0.051,11.7221867597151,20,89,0.9936,3.06,0.46,9.1,4.94
7.1,0.31,0.47,13.6,0.056,10.919820681602,54,197,0.9978,3.1,0.49,9.3,4.93
6.4,0.34,0.1,1.1,0.048,9.73525153483823,19,84,0.9927,3.21,0.38,9.8,5.05
7.4,0.155,0.34,2.3,0.045,9.69750054399436,73.5,214,0.9934,3.18,0.61,9.9,6.85
7.2,0.55,0.09,1.5,0.108,11.3056548464954,16,151,0.9938,3.07,0.57,9.2,4
7,0.23,0.36,7.1,0.028,10.2301103884233,31,104,0.9922,3.35,0.47,12.1,8.06
6.9,0.2,0.37,6.2,0.027,10.9435667627943,24,97,0.992,3.38,0.49,12.2,6.98
6.1,0.28,0.32,2.5,0.042,8.69779222017402,23,218.5,0.9935,3.27,0.6,9.8,5.09
6.6,0.16,0.32,1.4,0.035,12.8467046310642,49,186,0.9906,3.35,0.64,12.4,8
7.4,0.155,0.34,2.3,0.045,11.13793233904,73.5,214,0.9934,3.18,0.61,9.9,6.94
6.2,0.35,0.04,1.2,0.06,11.3821589591215,23,108,0.9934,3.26,0.54,9.2,5.06
6.1,0.38,0.2,6.6,0.033,11.3189133804544,25,137,0.9938,3.3,0.69,10.4,6.18
6,0.25,0.28,2.2,0.026,10.9230093570744,54,126,0.9898,3.43,0.65,12.9,8
6.6,0.52,0.44,12.2,0.048,10.9814446160882,54,245,0.9975,3.26,0.54,9.3,6.09
6.9,0.24,0.36,20.8,0.031,10.3033015326493,40,139,0.9975,3.2,0.33,11,6.02
7.1,0.32,0.32,11,0.038,9.07089699453887,16,66,0.9937,3.24,0.4,11.5,2.7
5.8,0.28,0.27,2.6,0.054,11.3499619531024,30,156,0.9914,3.53,0.42,12.4,4.86
6.5,0.41,0.24,14,0.048,10.9761605186158,24,113,0.9982,3.44,0.53,9.8,5.96
6.4,0.28,0.29,1.6,0.052,11.3962362517741,34,127,0.9929,3.48,0.56,10.5,6.77
6.1,0.2,0.25,1.2,0.038,10.3521258316023,34,128,0.9921,3.24,0.44,10.1,4.94
5.9,0.46,0.14,2.7,0.042,10.7074979992769,27,160,0.9931,3.46,0.51,10.6,6.92
6,0.27,0.27,1.6,0.046,10.2031681510505,32,113,0.9924,3.41,0.51,10.5,6.84
6.4,0.41,0.24,14,0.048,11.1157189352937,24,113,0.9982,3.44,0.53,9.8,6.01
6.3,0.23,0.31,1.5,0.022,8.72846216390782,11,82,0.9892,3.3,0.4,12.9,7.05
7.1,0.21,0.27,8.6,0.056,9.76914000566572,26,111,0.9956,2.95,0.52,9.5,4.79
6,0.37,0.32,1,0.053,11.9973984409601,31,218.5,0.9924,3.29,0.72,9.8,5.9
7.1,0.21,0.27,8.6,0.056,8.05176462850438,26,111,0.9956,2.95,0.52,9.5,4.95
6.8,0.32,0.21,2.2,0.044,8.31147335313687,15,68,0.9932,3.17,0.39,9.4,6.06
6.3,0.21,0.58,10,0.081,8.95280301067387,34,126,0.9962,2.95,0.46,8.9,5.03
7,0.14,0.32,9,0.039,9.65041944882843,54,141,0.9956,3.22,0.43,9.4,5.93
6.8,0.32,0.21,2.2,0.044,10.3293631630869,15,68,0.9932,3.17,0.39,9.4,6.06
7.2,0.29,0.53,18.15,0.047,11.5688406000428,59,182,0.9992,3.09,0.52,9.6,5.11
8.6,0.37,0.7,12.15,0.039,10.3235635832448,21,158,0.9983,3,0.73,9.3,5.92
6.5,0.38,0.34,3.4,0.036,9.65609290865444,34,200,0.9937,3.14,0.76,10,4.84
6.6,0.24,0.29,2,0.023,10.2051090848304,19,86,0.99,3.25,0.45,12.5,5.99
7,0.17,0.31,4.8,0.034,9.43441685773266,34,132,0.9944,3.36,0.48,9.6,7.04
5.5,0.16,0.22,4.5,0.03,12.0165320468897,30,102,0.9938,3.24,0.36,9.4,6.14
7,0.24,0.51,11,0.029,10.8556731241818,55,227,0.9965,3.03,0.61,9.5,4.87
7.4,0.28,0.36,1.1,0.028,10.4733847542007,42,105,0.9893,2.99,0.39,12.4,7.04
7,0.22,0.28,1.5,0.037,10.2295662013074,29,115,0.9927,3.11,0.55,10.5,6.02
7.1,0.55,0.13,1.7,0.073,9.88353287937515,21,165,0.994,2.97,0.58,9.2,6.12
6.3,0.22,0.33,1.7,0.041,10.1764104789943,67,164,0.9928,3.32,0.56,10.4,6
6.7,0.47,0.34,8.9,0.043,9.20202357367091,31,172,0.9964,3.22,0.6,9.2,4.96
5.9,0.36,0.41,1.3,0.047,11.538861576883,45,104,0.9917,3.33,0.51,10.6,5.89
6.7,0.47,0.34,8.9,0.043,10.2700181197215,31,172,0.9964,3.22,0.6,9.2,4.96
6.2,0.37,0.3,6.6,0.346,9.92888022643161,79,200,0.9954,3.29,0.58,9.6,5.24
6.2,0.18,0.38,1.5,0.028,9.38310386747329,36,117,0.993,3.47,0.54,9.7,6.24
6,0.16,0.37,1.5,0.025,12.0064613960823,43,117,0.9928,3.46,0.51,9.7,5.98
6.6,0.34,0.28,1.3,0.035,11.312181194008,32,90,0.9916,3.1,0.42,10.7,5.9
7.4,0.29,0.29,1.6,0.045,8.51182437049614,53,180,0.9936,3.34,0.68,10.5,5.8
7.4,0.26,0.31,7.6,0.047,10.4886935526085,52,177,0.9962,3.13,0.45,8.9,6.05
7,0.28,0.36,1,0.035,10.8609304266596,8,70,0.9899,3.09,0.46,12.1,5.89
7.1,0.23,0.39,1.6,0.032,10.4917428646692,12,65,0.9898,3.25,0.4,12.7,7.23
7.8,0.19,0.26,8.9,0.039,9.98958566086582,42,182,0.996,3.18,0.46,9.9,5.91
6.8,0.2,0.38,4.7,0.04,9.38996891770015,27,103,0.994,3.37,0.58,10.7,6.38
5.7,0.44,0.13,7,0.025,10.335824923226,28,173,0.9913,3.33,0.48,12.5,5.89
7.2,0.4,0.62,10.8,0.041,8.62832031215994,70,189,0.9976,3.08,0.49,8.6,4.03
6.8,0.23,0.32,1.6,0.026,10.4519671332324,43,147,0.9904,3.29,0.54,12.5,5.89
5.7,0.335,0.34,1,0.04,9.17241574100065,13,174,0.992,3.27,0.66,10,5.03
7.2,0.4,0.62,10.8,0.041,10.4828731173945,70,189,0.9976,3.08,0.49,8.6,3.91
6.8,0.19,0.58,14.2,0.038,9.26405986956948,51,164,0.9975,3.12,0.48,9.6,5.97
6.4,0.3,0.3,2.25,0.038,9.1691703230323,8,210,0.9937,3.2,0.62,9.9,5.88
7.8,0.18,0.31,12.2,0.053,9.09734516835726,46,140,0.998,3.06,0.53,8.9,6.1
7.8,0.18,0.31,12.2,0.053,11.3683968045065,46,140,0.998,3.06,0.53,8.9,6.16
7.3,0.51,0.26,3.3,0.09,8.55700945032187,7,135,0.9944,3.01,0.52,8.8,4.86
6,0.24,0.27,1.9,0.048,10.6635523693231,40,170,0.9938,3.64,0.54,10,6.98
5.9,0.62,0.28,3.5,0.039,10.5967434611105,55,152,0.9907,3.44,0.44,12,6.12
6,0.24,0.27,1.9,0.048,11.7615465094905,40,170,0.9938,3.64,0.54,10,6.89
6.7,0.27,0.12,1.3,0.041,11.8003552297382,62,138,0.9921,3.21,0.42,10,5.75
7.8,0.34,0.35,1.8,0.042,8.475778845461,8,167,0.9908,3.11,0.41,12.1,5.91
7.3,0.26,0.36,5.2,0.04,9.4643404040921,31,141,0.9931,3.16,0.59,11,5.9
7.8,0.28,0.32,9,0.036,12.0179632506462,34,115,0.9952,3.17,0.39,10.3,6.96
6.1,0.31,0.26,2.2,0.051,9.08740881330483,28,167,0.9926,3.37,0.47,10.4,6.02
6.8,0.18,0.37,1.6,0.055,11.3133275386381,47,154,0.9934,3.08,0.45,9.1,4.96
5.9,0.13,0.28,1.9,0.05,11.2174433641431,20,78,0.9918,3.43,0.64,10.8,5.96
7.2,0.34,0.34,12.6,0.048,11.0577425878182,7,41,0.9942,3.19,0.4,11.7,5.12
7.9,0.19,0.26,2.1,0.039,8.63393502354072,8,143,0.9942,3.05,0.74,9.8,4.93
7.9,0.19,0.26,2.1,0.039,11.3871073162041,8,143,0.9942,3.05,0.74,9.8,5.03
6.9,0.25,0.4,1.3,0.038,10.332806944476,22,101,0.9901,3.03,0.39,11.4,5.91
5.6,0.35,0.37,1,0.038,10.8621190879285,6,72,0.9902,3.37,0.34,11.4,5
5.2,0.36,0.02,1.6,0.031,8.65501491118213,24,104,0.9896,3.44,0.35,12.2,6.07
5.6,0.19,0.47,4.5,0.03,12.0069008275495,19,112,0.9922,3.56,0.45,11.2,6.01
6.4,0.1,0.35,4.9,0.048,10.7825470719563,31,103,0.9947,3.43,0.79,9.7,5.88
6.4,0.18,0.48,4,0.186,9.25768427648621,64,150,0.9945,3.06,0.4,9.3,5.12
7.4,0.25,0.36,13.2,0.067,12.3136021975719,53,178,0.9976,3.01,0.48,9,5.95
7.9,0.345,0.51,15.3,0.047,12.5354773197578,54,171,0.9987,3.09,0.51,9.1,4.92
7.9,0.345,0.51,15.3,0.047,10.2205346736223,54,171,0.9987,3.09,0.51,9.1,5.03
6.1,0.24,0.3,1.5,0.045,8.56632923577045,22,61,0.992,3.31,0.54,10.4,5.06
6.8,0.25,0.24,4.55,0.053,8.92006232408223,41,211,0.9955,3.37,0.67,9.5,5.97
6.7,0.31,0.31,9.9,0.04,10.9198549414687,10,175,0.9953,3.46,0.55,11.4,3.96
7.2,0.46,0.65,10.4,0.05,11.0766846319505,76,192,0.9976,3.16,0.42,8.7,5.04
5.5,0.35,0.35,1.1,0.045,9.7351925875853,14,167,0.992,3.34,0.68,9.9,6.05
6.7,0.24,0.41,8.7,0.036,11.1268041096802,29,148,0.9952,3.22,0.62,9.9,6
6.8,0.28,0.17,13.9,0.047,10.0144029968615,49,162,0.9983,3.21,0.51,9,6.13
6.4,0.16,0.22,1.4,0.04,10.0868839435855,41,149,0.9933,3.49,0.58,10,5.99
6.3,0.26,0.24,7.2,0.039,11.9009908703787,38,172,0.9958,3.49,0.64,9.7,5.93
7.7,0.22,0.42,1.9,0.052,8.70204750227645,10,87,0.9922,3.3,0.49,11.8,6.05
6.5,0.18,0.31,1.7,0.044,8.1958707895245,30,127,0.9928,3.49,0.5,10.2,6.78
7,0.3,0.51,13.6,0.05,11.2943854844526,40,168,0.9976,3.07,0.52,9.6,7.05
9.2,0.25,0.34,1.2,0.026,9.41646866441491,31,93,0.9916,2.93,0.37,11.3,6.98
7.8,0.28,0.34,1.6,0.028,7.99041946012035,32,118,0.9901,3,0.38,12.1,6.89
7,0.3,0.51,13.6,0.05,11.7229046803519,40,168,0.9976,3.07,0.52,9.6,6.96
7.8,0.28,0.34,1.6,0.028,9.79818208603117,32,118,0.9901,3,0.38,12.1,7.15
9.2,0.25,0.34,1.2,0.026,9.03787689182955,31,93,0.9916,2.93,0.37,11.3,6.93
8.4,0.35,0.71,12.2,0.046,11.6091883864128,22,160,0.9982,2.98,0.65,9.4,4.77
6.1,0.41,0.24,1.6,0.049,8.1659541320064,16,137,0.993,3.32,0.5,10.4,6.08
5.9,0.21,0.24,12.1,0.044,9.11811379700021,53,165,0.9969,3.25,0.39,9.5,4.95
7.2,0.34,0.44,4.2,0.047,9.9348224870945,51,144,0.991,3.01,0.76,12.3,5.95
6.7,0.21,0.42,9.1,0.049,10.9370331935084,31,150,0.9953,3.12,0.74,9.9,6.88
7.7,0.34,0.27,8.8,0.063,12.2446496277594,39,184,0.9969,3.09,0.63,9.2,6.07
7.4,0.3,0.22,1.4,0.046,10.5446641459178,16,135,0.9928,3.08,0.77,10.4,6.94
6.8,0.51,0.3,4.2,0.066,8.31948253259168,38,165,0.9945,3.2,0.42,9.1,4.94
7.8,0.22,0.38,10.3,0.059,10.3243707269288,28,99,0.9967,3.12,0.47,10,6.11
6,0.26,0.5,2.2,0.048,9.9884933782707,59,153,0.9928,3.08,0.61,9.8,4.98
6.1,0.26,0.51,2.2,0.05,11.1590828023968,61,154,0.9929,3.08,0.6,9.8,5.94
6.5,0.28,0.27,5.2,0.04,9.46198716581105,44,179,0.9948,3.19,0.69,9.4,6.09
7.4,0.41,0.66,10.8,0.051,9.15360780303899,77,194,0.9976,3.05,0.46,8.7,4.9
6.5,0.28,0.29,2.7,0.038,9.92131719274276,26,107,0.9912,3.32,0.41,11.6,7.08
6.7,0.34,0.54,16.3,0.047,10.0995424398287,44,181,0.9987,3.04,0.56,8.8,5.08
7.2,0.2,0.34,2.7,0.032,11.2591928690008,49,151,0.99,3.16,0.39,12.7,6.95
7.4,0.2,0.33,1.9,0.035,9.80292887857537,39,138,0.991,3.17,0.44,11.7,7.08
8.2,0.22,0.3,1.8,0.047,10.649963974025,47,185,0.9933,3.13,0.5,10.2,6.1
7.1,0.22,0.33,2.8,0.033,12.2310011990002,48,153,0.9899,3.15,0.38,12.7,7.2
6.5,0.28,0.29,2.7,0.038,9.2130742566473,26,107,0.9912,3.32,0.41,11.6,6.8
6,0.38,0.26,6,0.034,10.3141600186919,42,134,0.9912,3.38,0.38,12.3,6.88
7.4,0.41,0.66,10.8,0.051,9.4827477484098,77,194,0.9976,3.05,0.46,8.7,4.86
7.3,0.3,0.22,6.4,0.056,12.2142986133866,44,168,0.9947,3.13,0.35,10.1,6.16
7.4,0.24,0.22,10.7,0.042,9.98202102769563,26,81,0.9954,2.86,0.36,9.7,6.17
7.4,0.24,0.22,10.7,0.042,10.0089952565173,26,81,0.9954,2.86,0.36,9.7,6.09
7.4,0.26,0.3,7.9,0.049,10.0110962220986,38,157,0.9963,3.13,0.48,8.9,5.99
6.1,0.32,0.25,1.7,0.034,10.2255766875358,37,136,0.992,3.47,0.5,10.8,7.05
6.9,0.28,0.27,2.1,0.036,9.86801246418939,42,121,0.9926,3.42,0.49,10.8,7.04
7,0.23,0.33,5.8,0.04,10.3736331177858,25,136,0.995,3.19,0.58,9.5,5.92
7.1,0.31,0.5,14.5,0.059,8.43852647910641,6,148,0.9983,2.94,0.44,9.1,4.97
6.9,0.41,0.33,10.1,0.043,10.0529431203156,28,152,0.9968,3.2,0.52,9.4,5.14
6.4,0.45,0.07,1.1,0.03,10.8631715638102,10,131,0.9905,2.97,0.28,10.8,4.9
6.4,0.475,0.06,1,0.03,10.2997280049199,9,131,0.9904,2.97,0.29,10.8,4.79
6.3,0.27,0.38,0.9,0.051,9.84544876390323,7,140,0.9926,3.45,0.5,10.5,7.08
6.9,0.41,0.33,10.1,0.043,11.7252050439286,28,152,0.9968,3.2,0.52,9.4,4.92
7,0.29,0.37,4.9,0.034,9.09008912970492,26,127,0.9928,3.17,0.44,10.8,5.96
5.9,0.27,0.29,11.4,0.036,8.40867946773329,31,115,0.9949,3.35,0.48,10.5,8.09
6.9,0.19,0.4,1.4,0.036,10.1699749163198,14,55,0.9909,3.08,0.68,11.5,6.92
6.7,0.3,0.35,1.4,0.18,10.2058393521314,36,160,0.9937,3.11,0.54,9.4,5.97
6.4,0.45,0.07,1.1,0.03,12.2619045863806,10,131,0.9905,2.97,0.28,10.8,5.05
6.3,0.26,0.49,1.5,0.052,9.35854934483628,34,134,0.9924,2.99,0.61,9.8,5.99
7.3,0.25,0.29,7.5,0.049,9.81308008357164,38,158,0.9965,3.43,0.38,9.6,4.85
7.3,0.25,0.29,7.5,0.049,10.9301274356938,38,158,0.9965,3.43,0.38,9.6,4.98
6.1,0.28,0.25,17.75,0.044,10.4314031522944,48,161,0.9993,3.34,0.48,9.5,5.2
7.4,0.37,0.35,5.7,0.061,9.60520254056055,12,94,0.9965,3.48,0.69,10.7,6.02
6.5,0.36,0.28,3.2,0.037,11.1055835879359,29,119,0.9908,3.25,0.65,12.4,8.02
7.4,0.24,0.4,4.3,0.032,8.98995407055538,9,95,0.992,3.09,0.39,11.1,6.03
7.5,0.23,0.68,11,0.047,9.55791252171879,37,133,0.9978,2.99,0.38,8.8,4.96
7.5,0.21,0.68,10.9,0.045,9.78219446878018,38,133,0.9978,3,0.36,8.7,4.86
7.5,0.21,0.68,10.9,0.045,9.33160907327383,38,133,0.9978,3,0.36,8.7,5.27
7.5,0.23,0.68,11,0.047,9.3480809739764,37,133,0.9978,2.99,0.38,8.8,4.96
7.8,0.32,0.33,2.4,0.037,11.1022204796365,18,101,0.9912,3.21,0.65,11.7,6.97
7.8,0.26,0.27,1.9,0.051,8.36286426871962,52,195,0.9928,3.23,0.5,10.9,5.82
7.7,0.24,0.27,1.8,0.051,9.60836964445309,52,190,0.9928,3.23,0.5,10.8,5.98
7.4,0.19,0.3,1.4,0.057,10.806742621326,33,135,0.993,3.12,0.5,9.6,5.98
6.5,0.46,0.41,16.8,0.084,11.2410424356756,59,222,0.9993,3.18,0.58,9,4.97
6.5,0.26,0.43,8.9,0.083,9.13624260998715,50,171,0.9965,2.85,0.5,9,4.82
5.3,0.32,0.12,6.6,0.043,8.82652868910184,22,141,0.9937,3.36,0.6,10.4,6.18
6,0.36,0.06,1.4,0.066,11.0671176496725,27,128,0.9934,3.26,0.55,9.3,5.07
6.2,0.24,0.29,13.3,0.039,10.5986962068706,49,130,0.9952,3.33,0.46,11,7.89
7.6,0.56,0.12,10.4,0.096,9.19218163804398,22,177,0.9983,3.32,0.45,9.1,4.07
7,0.32,0.24,6.2,0.048,9.80051042953723,31,228,0.9957,3.23,0.62,9.4,5.98
7,0.32,0.24,6.2,0.048,11.0034233878576,31,228,0.9957,3.23,0.62,9.4,5.97
5.8,0.31,0.33,1.2,0.036,10.7469208464529,23,99,0.9916,3.18,0.6,10.5,6.14
7,0.23,0.42,18.05,0.05,10.1310834200471,35,144,0.9999,3.22,0.42,8.8,4.88
